1,0.096,2.459049800109863,105
2,0.0961,2.544261344909668,132
3,0.0961,2.7029245864868163,152
4,0.0979,3.0693357025146484,199
5,0.0974,5.330051107788086,248
6,0.0974,23.362429907226563,270
7,0.0974,25.022657470703123,302
8,0.0974,25.022657470703123,322
9,0.098,nan,336
10,0.098,nan,375
11,0.098,nan,408
12,0.098,nan,428
13,0.098,nan,460
14,0.098,nan,475
15,0.098,nan,492
16,0.098,nan,514
17,0.098,nan,547
18,0.098,nan,578
19,0.098,nan,629
20,0.098,nan,674
21,0.098,nan,730
22,0.098,nan,762
23,0.098,nan,828
24,0.098,nan,869
